Tokens for Kommisar - Springtime
Timestamp: 20260126201528
Shape: torch.Size([9679, 32])
----------------------------------------
Frame | Codebooks (0-31)
2608  | 97   597  75   117  260  666  49   911  393  439  778  869  516  769  382  497  577  563  886  946  701  755  898  670  651  695  902  519  406  562  319  594 
2609  | 0    999  938  754  759  57   597  886  526  633  311  605  392  988  348  800  992  495  503  843  769  598  993  656  848  262  562  1008 921  238  1017 804 
2610  | 302  42   16   868  155  391  597  299  152  686  513  849  128  196  856  218  766  318  968  196  248  722  544  777  766  408  859  510  621  532  726  989 
2611  | 483  172  108  416  938  984  731  837  759  149  865  282  455  752  538  848  1003 169  322  197  422  272  788  373  924  974  587  235  521  775  940  925 
2612  | 959  391  476  39   626  108  216  740  0    516  767  183  811  1013 328  802  741  122  526  773  478  574  763  861  669  662  800  518  1013 977  1001 773 
2613  | 355  13   76   903  177  575  211  255  369  972  728  383  1013 720  364  675  313  409  421  629  844  545  193  895  217  988  602  542  311  852  975  748 
2614  | 513  13   340  121  267  998  218  149  393  407  929  1016 651  574  955  447  440  771  886  672  795  740  900  686  1003 599  305  695  815  382  519  951 
2615  | 959  99   850  150  621  666  953  70   128  635  996  405  1003 777  591  575  744  96   408  1002 483  390  644  626  532  765  764  380  913  593  722  918 
2616  | 77   40   388  238  857  630  721  572  928  869  807  900  430  811  788  372  440  557  817  422  891  701  559  712  558  431  701  249  754  731  559  314 
2617  | 232  86   870  155  236  396  649  414  782  981  435  383  577  926  537  249  950  165  279  729  637  484  940  579  247  884  993  498  741  814  841  928 
2618  | 232  735  506  403  462  64   510  14   529  604  218  887  264  641  817  399  385  713  502  626  691  504  917  764  748  868  668  739  710  701  781  826 
2619  | 678  825  860  658  215  381  963  446  132  520  447  887  934  606  708  698  416  972  739  593  773  670  232  952  718  550  596  822  907  244  735  798 
2620  | 718  159  278  405  893  566  809  865  479  713  674  761  571  993  304  730  752  374  845  554  811  594  579  689  211  319  884  884  1009 985  926  773 
2621  | 104  21   599  487  919  84   349  255  273  227  793  323  976  952  671  573  661  307  911  802  620  692  864  544  907  524  915  310  611  954  703  473 
2622  | 507  456  206  423  553  351  495  656  442  309  100  874  876  858  696  133  455  624  466  633  675  921  559  740  484  740  824  495  954  858  797  929 
2623  | 60   802  377  52   134  589  158  36   161  965  353  175  611  714  875  427  835  400  1000 847  304  419  755  738  568  1015 732  681  760  748  969  900 
2624  | 603  77   514  360  766  724  462  712  165  901  470  366  354  985  495  599  226  4    377  451  538  283  454  556  455  989  998  764  789  500  292  561 
2625  | 318  603  81   609  369  724  294  915  498  850  339  496  677  568  985  1009 1011 585  332  765  520  570  254  877  644  606  529  614  564  849  633  463 
2626  | 332  979  254  104  207  37   12   684  913  619  964  839  589  649  469  519  189  539  423  510  219  267  683  888  689  893  974  666  853  477  237  713 
2627  | 60   597  484  42   31   440  209  324  764  243  944  184  719  598  870  459  967  980  265  426  538  878  1011 681  702  462  534  989  756  729  498  944 
2628  | 589  762  377  108  134  941  798  600  601  871  915  456  836  986  826  889  464  485  678  440  1016 884  584  962  1014 262  955  1010 654  665  899  1019
2629  | 384  564  200  658  571  634  143  905  262  620  361  423  1014 841  401  519  584  114  749  487  971  516  757  565  864  833  824  391  775  789  738  669 
2630  | 664  246  853  640  812  147  399  284  626  213  435  979  858  928  295  418  336  856  610  800  443  200  589  1000 217  777  1014 943  744  292  952  942 
2631  | 741  785  575  526  312  799  794  187  873  398  556  179  618  408  551  216  933  912  662  653  756  706  258  926  848  736  398  603  580  662  606  579 
2632  | 883  152  299  445  46   76   679  592  968  960  659  265  531  969  436  893  937  272  510  296  708  522  673  933  568  883  849  659  581  591  492  816 
2633  | 173  828  256  659  63   476  328  450  654  835  725  487  737  782  924  463  1020 459  281  1002 433  390  660  983  491  482  366  699  305  673  791  929 
2634  | 4    11   878  165  944  942  932  464  721  23   367  729  338  516  401  388  850  35   399  692  501  755  407  272  365  818  575  971  982  810  569  314 
2635  | 4    389  288  674  689  399  927  437  619  985  720  177  707  523  845  631  639  510  629  613  508  690  999  962  259  610  286  707  719  620  978  940 
2636  | 678  699  185  725  213  645  600  459  619  24   425  734  704  332  825  472  962  104  569  366  399  951  864  228  544  706  903  789  796  478  948  294 
2637  | 367  358  423  272  203  68   731  964  532  260  859  177  282  247  766  874  110  596  546  606  727  299  803  766  740  483  728  593  851  707  884  696 
2638  | 693  171  136  244  402  712  49   364  175  607  373  503  976  702  578  672  514  110  406  672  381  447  694  876  264  623  954  597  792  578  168  858 
2639  | 0    1022 902  606  236  777  956  27   541  518  1011 599  1008 311  676  917  1018 681  1008 702  856  1016 606  939  486  760  968  871  674  330  571  905 
2640  | 60   1023 479  723  236  247  190  667  47   536  492  667  789  316  346  249  145  4    727  762  878  753  887  908  766  893  952  725  871  230  270  581 
2641  | 490  312  124  102  396  97   45   797  674  442  148  534  660  645  436  1020 413  728  3    711  450  432  866  503  855  310  715  566  270  275  312  684 
2642  | 525  335  213  96   159  970  367  783  410  378  949  578  449  1023 413  402  444  301  517  380  200  351  629  884  444  466  273  623  849  540  418  1022
2643  | 97   40   425  189  687  514  532  441  584  915  225  543  536  821  698  592  271  728  443  684  233  596  453  288  644  402  546  863  1018 757  559  953 
2644  | 342  254  213  268  677  616  45   664  724  400  1017 543  856  769  985  1019 656  772  578  521  916  869  554  416  807  900  1000 671  669  465  492  589 
2645  | 569  329  281  700  743  319  737  155  334  430  75   807  37   437  541  536  4    392  716  639  721  392  897  719  409  656  655  516  629  1016 740  614 
2646  | 644  235  253  531  167  668  685  840  373  175  424  829  516  161  664  966  265  58   862  765  345  599  985  851  945  995  777  630  985  565  912  812 
2647  | 2    959  209  123  63   733  1000 530  288  641  361  992  741  569  582  398  331  197  967  833  812  801  799  930  848  977  743  590  703  895  874  575 
2648  | 762  235  669  240  702  889  49   807  881  871  760  482  218  565  400  1008 980  22   731  219  840  486  628  294  155  286  769  680  1003 768  692  631 
2649  | 507  456  671  389  865  395  483  427  965  910  447  88   838  639  523  985  648  100  843  407  560  835  133  484  995  984  245  595  878  664  797  607 
2650  | 589  464  670  614  157  340  819  882  513  948  421  417  621  664  250  683  438  177  462  822  543  93   462  829  490  489  584  1021 757  888  323  861 
2651  | 718  159  135  788  594  181  792  616  864  215  189  539  919  722  808  296  443  546  506  877  502  500  602  546  317  953  630  525  538  967  296  865 
2652  | 104  21   557  878  698  724  543  632  868  232  622  723  884  819  1012 889  771  510  576  440  854  331  588  597  924  550  319  982  597  193  633  677 
2653  | 569  393  169  807  921  131  805  425  970  748  672  869  433  1009 524  550  992  76   932  776  484  878  575  893  496  514  995  726  755  914  935  642 
2654  | 493  102  723  403  1013 248  975  239  692  23   113  801  304  940  992  682  592  14   887  819  827  706  452  213  898  621  1000 603  313  788  787  620 
2655  | 543  699  588  574  282  443  705  192  1023 542  219  787  968  813  201  833  303  205  609  457  916  695  993  519  360  517  1007 280  638  673  690  832 
2656  | 536  419  509  941  283  718  225  407  314  244  746  802  1013 827  508  923  95   377  601  953  806  747  270  543  992  948  263  770  953  993  959  585 
2657  | 175  777  862  89   578  538  30   93   341  424  218  431  455  641  342  841  572  577  499  440  941  522  1002 579  702  851  362  270  404  924  738  413 
2658  | 258  764  517  100  386  858  629  960  323  943  302  754  719  956  447  287  984  894  607  369  505  776  519  594  564  864  564  887  672  763  1018 589 
2659  | 357  979  593  653  208  118  414  357  345  760  456  602  240  783  879  599  835  474  228  728  520  764  650  825  848  576  1002 725  189  1018 450  904 
2660  | 824  10   285  524  351  800  96   728  374  202  597  476  172  491  552  790  836  427  307  813  933  522  664  263  942  712  981  519  524  600  738  766 
2661  | 443  802  363  152  152  242  322  626  360  612  488  880  832  1018 789  912  610  530  643  844  605  586  675  558  882  240  1012 519  677  810  878  904 
2662  | 211  397  575  664  755  198  541  171  356  721  490  407  556  364  201  592  145  955  800  471  816  355  657  687  704  839  534  880  975  328  994  910 
2663  | 2    494  347  653  332  724  742  965  25   1003 372  931  689  586  926  677  261  1005 800  857  595  665  473  903  712  977  444  520  852  273  602  323 
2664  | 842  117  62   252  169  577  589  412  711  415  486  648  960  300  423  558  712  375  531  404  613  763  940  212  960  558  715  976  572  863  862  470 
2665  | 919  769  812  524  838  911  1021 603  191  232  99   719  593  829  524  330  649  249  685  645  858  746  500  293  255  975  593  250  893  951  624  994 
2666  | 674  753  163  191  985  335  296  665  893  920  429  368  851  396  941  284  816  237  1007 842  568  883  849  617  462  704  826  982  731  650  519  208 
2667  | 45   268  283  674  183  945  723  19   414  734  759  262  735  649  258  788  747  272  411  361  649  998  568  266  789  398  852  886  555  314  287  756 
2668  | 46   77   977  233  356  444  516  888  586  471  603  422  225  490  708  456  667  392  443  518  593  303  528  861  755  740  593  959  1018 633  732  244 
2669  | 342  797  414  547  705  440  727  668  278  985  903  816  668  295  892  864  19   278  23   222  337  668  785  502  724  240  602  668  706  682  947  905 
2670  | 384  785  272  123  401  1019 638  319  255  798  481  356  945  527  434  422  1001 716  780  548  355  935  821  809  259  922  940  462  935  651  864  434 
2671  | 282  901  779  311  781  765  13   659  1011 671  961  913  308  593  437  703  438  250  464  152  941  1016 808  982  846  294  314  669  763  616  865  848 
2672  | 558  227  715  176  765  635  721  493  385  857  327  184  399  919  741  346  323  104  881  657  686  638  604  1017 862  897  359  699  789  994  508  827 
2673  | 589  825  866  518  913  125  842  813  872  695  949  798  934  477  930  175  610  935  178  350  602  701  987  967  836  580  659  756  878  562  671  767 
2674  | 384  102  61   653  121  875  120  968  572  230  397  829  551  719  739  964  557  540  721  842  624  489  932  816  303  290  847  533  633  1003 544  710 
2675  | 919  715  604  978  420  303  899  801  599  179  957  518  263  564  866  491  663  75   174  622  859  388  521  919  1000 893  773  617  495  893  498  433 
2676  | 60   115  517  182  213  962  111  145  745  500  152  492  945  1004 384  794  639  303  24   954  926  985  373  893  456  930  840  881  395  295  1003 435 
2677  | 644  152  628  804  657  575  1009 145  358  463  349  529  889  350  892  757  901  250  607  396  928  748  978  716  625  1000 946  279  494  898  897  721 
2678  | 384  323  651  583  427  843  942  145  906  164  982  798  657  214  488  775  999  520  643  580  693  594  790  950  563  906  245  412  956  656  719  753 
2679  | 664  296  531  505  917  674  11   840  966  652  713  195  831  327  973  980  781  223  941  379  639  642  697  255  470  509  479  800  924  982  895  523 
